is_fiverr_choice,score,buying_review_rating_count,is_pro,buying_review_rating,seller_country,pos,count,seller_level,price_i,seller_name
False,4.9666667,4,False,5,PK,347,196,top_rated_seller,150,umerfreelance17
False,4.9142857,32,False,4.9,NG,348,35,level_one_seller,50,laolu_d
False,4.8131313,165,False,4.8,US,349,198,level_two_seller,95,musttechusa
False,5,8,False,5,PK,350,8,,30,zaynfazal009
False,5,5,False,5,NG,351,5,,100,fadenocode_
False,4.5,0,False,0,PK,352,2,,80,qandeelfatima_
False,4.939394,10,False,5,NG,353,11,,20,olivia796
False,5,6,False,5,EG,354,6,,10,omarelsayed0
False,4.900901,32,False,4.9,PK,355,40,level_two_seller,100,muhammadfarh316
False,4.448889,68,False,4.4,PK,356,75,level_one_seller,100,webflow_webx
False,5,3,False,5,US,357,5,level_one_seller,200,munaf_kasbati
False,4.95189,93,False,4.9,PK,358,98,level_one_seller,40,imfawad69
False,4.8946543,103,False,5,IN,359,454,level_two_seller,25,ankitbansal2101
False,4.900292,28,False,4.9,CA,360,799,,100,amnaarshad171
False,4.92437,45,False,4.9,NG,361,119,level_two_seller,45,heritageman7
False,4.9173226,280,False,4.9,PK,362,301,level_two_seller,80,husnaintariq097
False,4.952145,252,False,5,PK,363,315,level_one_seller,80,itximtiazz
False,4.904762,7,False,4.9,US,364,7,level_one_seller,80,sam_coffey7
False,5,1,False,5,GB,365,1,,10,mike_shad
False,5,10,False,5,AL,366,10,,80,albacademy
False,4.9462366,26,False,4.9,PK,367,31,level_one_seller,20,ijaz_khanafridi
False,5,35,False,5,IT,368,35,level_two_seller,295,ama219
False,4.9138737,7,False,5,PK,369,2809,top_rated_seller,205,vintage_valley
False,4.894977,2,True,4.7,IN,370,120,level_two_seller,290,icoderzsales
False,4.860399,162,False,4.9,IN,371,268,level_two_seller,20,sushil_kumar40
False,4.786667,6,False,4.9,BD,372,57,level_two_seller,110,franchbabu
False,4.9705014,317,False,5,BD,373,376,level_two_seller,90,prodeveloper66
False,4.990741,6,False,5,PK,374,36,level_two_seller,80,asifdev66
False,5,12,False,5,PK,375,12,level_one_seller,80,designs_flix
False,5,5,False,5,CR,376,6,level_one_seller,80,cristobalchacin
False,4.991667,2,False,5,DE,377,80,level_two_seller,80,a7order
False,5,1,False,5,PH,378,2,level_one_seller,80,pioecat
False,4.703704,20,False,4.7,PK,379,22,level_one_seller,80,noumanranjha
False,5,7,False,5,GB,380,7,,80,tech_innova
False,4.888889,233,False,4.8,PK,381,338,level_two_seller,85,sadam_afridi
False,4.9444447,11,False,4.9,IN,382,133,level_two_seller,150,navneet9090
False,4.974359,175,False,5,IN,383,395,top_rated_seller,250,tejgeorge
False,4.939394,100,False,4.9,PK,384,126,level_two_seller,10,adiikhan7
False,5,9,False,5,PK,385,9,level_one_seller,100,guruistic
False,5,18,False,5,PK,386,38,,30,basit53
False,5,11,False,5,BD,387,12,,80,mdabdulmohimin
False,4.7380953,19,False,4.7,NG,388,70,level_two_seller,40,peter_eli01
False,4.990741,14,False,5,PK,389,36,level_two_seller,80,usama_axlam
False,4.9007406,202,False,4.9,PK,390,229,level_two_seller,75,web_designer89
False,4.96139,19,False,4.9,BD,391,626,top_rated_seller,80,ibnasina16
False,4.684496,22,False,5,PK,392,476,level_one_seller,90,logo_art89
False,4.9917693,108,False,5,BD,393,423,top_rated_seller,395,ratulraihan
False,5,8,False,5,GB,394,8,,50,kammylancer
False,4.911111,105,False,4.9,PK,395,120,level_two_seller,80,muhammadfawad14
False,4.9719625,50,False,5,LK,396,203,level_two_seller,80,varunalex
False,4.9444447,34,False,4.9,PK,397,36,level_one_seller,80,maanjutt160
False,4.927536,151,False,4.9,PK,398,249,top_rated_seller,150,rashidnawaz995
False,5,1,False,5,PH,399,2,,100,johnlvs06
False,4.9973755,91,False,5,BD,400,994,top_rated_seller,80,clean_coder
False,4.96337,31,False,4.9,BD,401,91,level_two_seller,100,appswizard_
False,4.9014335,8,True,4.9,PK,402,743,top_rated_seller,300,themasterpeice
False,4.9032865,529,False,4.9,PK,403,533,top_rated_seller,90,hamid619
False,5,1,False,5,BD,404,3,,5,mehedihasanahad
False,4.875,3,False,5,BD,405,10,,30,antoni_firingi
False,5,3,False,5,US,406,3,,300,alyssabranch
False,4.971576,1003,False,5,PK,407,2725,top_rated_seller,100,devmaster
False,4.8545456,10,False,4.7,PK,408,55,level_one_seller,10,faizan_shopify
False,5,68,False,5,LK,409,80,level_two_seller,1295,gastree
False,4.936594,5,False,4.7,PK,410,184,,50,misbah26
False,4.7460318,32,False,4.8,PK,411,68,level_two_seller,50,mohd_hassan43
False,4.470588,12,False,4.3,IN,412,17,level_one_seller,150,tarak9641
False,5,30,False,5,CA,413,30,,150,jason_kc
False,4.979328,170,False,5,IN,414,788,level_two_seller,40,creationmufu
False,4.9960318,207,False,5,RO,415,303,top_rated_seller,300,robertolazar
False,4.9341564,80,False,5,PK,416,288,top_rated_seller,175,nageen98
False,5,70,False,5,PK,417,174,level_two_seller,95,shawn_webexpert
False,4.987443,9,False,5,PK,418,292,level_one_seller,50,fbagrow
False,5,13,False,5,LK,419,26,level_two_seller,100,codehash_dev
False,4.8970037,222,False,4.9,BD,420,241,level_two_seller,100,kibriaahmed69
False,4.9871793,26,False,5,PK,421,50,level_two_seller,120,screwedupartist
False,4.7552085,169,False,4.7,IN,422,196,level_two_seller,100,shakeelab1
False,4.888889,24,False,4.9,BD,423,24,level_one_seller,15,hasnat_wix
False,4.8884563,20,False,4.9,PK,424,2274,level_one_seller,80,cyber_avanza
False,4.752381,4,False,4.4,US,425,76,level_one_seller,100,asadsaleem_
False,4.9895835,30,False,5,IT,426,32,level_two_seller,160,salv997
False,4.9427085,57,False,5,GB,427,902,level_two_seller,80,annajohnson
False,4.857143,2,False,5,PK,428,7,,80,yasirnadeemj
False,4.949367,171,False,4.9,BD,429,475,level_two_seller,90,wordpessexpert
False,4.992359,32,False,5,PK,430,356,top_rated_seller,40,ninja_code007
False,4.935185,115,True,4.9,PK,431,1101,top_rated_seller,270,pintoo0
